X,Y,OBJECTID,FileNumber,OccuranceYear,ReportedDate,ReportedTime,ReportedWeekday,Offense,OffenseCategory,HouseNumber,StreetName,City,ReportedDateText,ReportedTimeText,Lat,Lon
525790,5451380,1134948,2018-20925,2018,2018-09-04T00:00:00.000Z,2018-09-04T10:41:00.000Z,Tuesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,117XX,GRAVES ST,MAPLE RIDGE,"Sep 04, 2018",10:41 am,49.2149861,-122.6458296
526810,5451410,1134952,2018-20959,2018,2018-09-04T00:00:00.000Z,2018-09-04T17:10:00.000Z,Tuesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,116XX,LAITY ST,MAPLE RIDGE,"Sep 04, 2018",5:10 pm,49.2171373,-122.631898
525360,5450490,1134953,2018-20960,2018,2018-09-04T00:00:00.000Z,2018-09-04T17:15:00.000Z,Tuesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,205XX,MAPLE CRES,MAPLE RIDGE,"Sep 04, 2018",5:15 pm,49.2118157,-122.658412
528150,5453660,1134954,2018-20971,2018,2018-09-04T00:00:00.000Z,2018-09-04T19:03:00.000Z,Tuesday,THEFT-OTHER OVER $5000,OTHER THEFT O/5000,219XX,128TH AVE,MAPLE RIDGE,"Sep 04, 2018",7:03 pm,49.231885,-122.6024736
532410,5450780,1134956,2018-20983,2018,2018-09-04T00:00:00.000Z,2018-09-04T21:32:00.000Z,Tuesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,113XX,240A ST,MAPLE RIDGE,"Sep 04, 2018",9:32 pm,49.1951909,-122.5554242
530440,5452810,1134957,2018-20997,2018,2018-09-05T00:00:00.000Z,2018-09-05T06:10:00.000Z,Tuesday,THEFT OF TRUCK UNDER $5000,AUTO THEFT,231XX,123B AVE,MAPLE RIDGE,"Sep 05, 2018",6:10 am,49.2270913,-122.5867633
530630,5455620,1134959,2018-21001,2018,2018-09-05T00:00:00.000Z,2018-09-05T06:53:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,137XX,232A ST,MAPLE RIDGE,"Sep 05, 2018",6:53 am,49.2536603,-122.5786204
528330,5452040,1134960,2018-21002,2018,2018-09-05T00:00:00.000Z,2018-09-05T07:30:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,220XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Sep 05, 2018",7:30 am,49.2199546,-122.4428793
526770,5451660,1134961,2018-21004,2018,2018-09-05T00:00:00.000Z,2018-09-05T07:48:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,212XX,LOUGHEED HWY,MAPLE RIDGE,"Sep 05, 2018",7:48 am,49.1992265,-122.5775593
530650,5455700,1134962,2018-21005,2018,2018-09-05T00:00:00.000Z,2018-09-05T08:04:00.000Z,Wednesday,THEFT FROM MV OVER $5000,THEFT FROM VEHICLE,138XX,232A ST,MAPLE RIDGE,"Sep 05, 2018",8:04 am,49.2536603,-122.5786204
524310,5452180,1134963,2018-21007,2018,2018-09-05T00:00:00.000Z,2018-09-05T08:23:00.000Z,Tuesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,200XX,LOUGHEED HWY,PITT MEADOWS,"Sep 05, 2018",8:23 am,49.2245003,-122.6724567
530410,5455810,1134964,2018-21008,2018,2018-09-05T00:00:00.000Z,2018-09-05T08:33:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,230XX,FOREMAN DR,MAPLE RIDGE,"Sep 05, 2018",8:33 am,49.254768,-122.5808214
524780,5451610,1134968,2018-21052,2018,2018-09-05T00:00:00.000Z,2018-09-05T14:55:00.000Z,Wednesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,202XX,ASHLEY CRES,MAPLE RIDGE,"Sep 05, 2018",2:55 pm,49.2169384,-122.6598002
528420,5453660,1134970,2018-21062,2018,2018-09-05T00:00:00.000Z,2018-09-05T15:56:00.000Z,Wednesday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,221XX,128TH AVE,MAPLE RIDGE,"Sep 05, 2018",3:56 pm,49.231885,-122.6024736
527010,5451380,1134971,2018-21075,2018,2018-09-05T00:00:00.000Z,2018-09-05T19:30:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,116XX,PINE ST,MAPLE RIDGE,"Sep 05, 2018",7:30 pm,49.2148456,-122.6291101
531140,5448840,1134974,2018-21098,2018,2018-09-06T00:00:00.000Z,2018-09-06T07:04:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,234XX,RIVER RD,MAPLE RIDGE,"Sep 06, 2018",7:04 am,49.1733016,-122.477056
527420,5452040,1134975,2018-21101,2018,2018-09-06T00:00:00.000Z,2018-09-06T07:27:00.000Z,Tuesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,215XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Sep 06, 2018",7:27 am,49.2199546,-122.4428793
522490,5452230,1134977,2018-21107,2018,2018-09-06T00:00:00.000Z,2018-09-06T08:20:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,191XX,FORD RD,PITT MEADOWS,"Sep 06, 2018",8:20 am,49.2225195,-122.7413051
526020,5451620,1134978,2018-21109,2018,2018-09-06T00:00:00.000Z,2018-09-06T08:54:00.000Z,Wednesday,THEFT OF TRUCK UNDER $5000,AUTO THEFT,209XX,CAMWOOD AVE,MAPLE RIDGE,"Sep 06, 2018",8:54 am,49.2168391,-122.6457864
525730,5452170,1134980,2018-21117,2018,2018-09-06T00:00:00.000Z,2018-09-06T11:00:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,120XX,207A ST,MAPLE RIDGE,"Sep 06, 2018",11:00 am,49.2241922,-122.6469563
522490,5452230,1134982,2018-21124,2018,2018-09-06T00:00:00.000Z,2018-09-06T12:06:00.000Z,Thursday,THEFT OF TRUCK UNDER $5000,AUTO THEFT,191XX,FORD RD,PITT MEADOWS,"Sep 06, 2018",12:06 pm,49.2225195,-122.7413051
529120,5451590,1134983,2018-21125,2018,2018-09-06T00:00:00.000Z,2018-09-06T12:09:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,117XX,FRASER ST,MAPLE RIDGE,"Sep 06, 2018",12:09 pm,49.2166429,-122.600191
528910,5452210,1134986,2018-21160,2018,2018-09-06T00:00:00.000Z,2018-09-06T17:42:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,120XX,GARDEN ST,MAPLE RIDGE,"Sep 06, 2018",5:42 pm,49.2228357,-122.6029165
530760,5455590,1134987,2018-21165,2018,2018-09-06T00:00:00.000Z,2018-09-06T18:15:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,137XX,BLANEY RD,MAPLE RIDGE,"Sep 06, 2018",6:15 pm,49.2522297,-122.5768788
530100,5452380,1134989,2018-21205,2018,2018-09-07T00:00:00.000Z,2018-09-07T09:30:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,229XX,EAGLE AVE,MAPLE RIDGE,"Sep 07, 2018",9:30 am,49.2234192,-122.5862187
527500,5451650,1134990,2018-21211,2018,2018-09-07T00:00:00.000Z,2018-09-07T11:05:00.000Z,Friday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,216XX,LOUGHEED HWY,MAPLE RIDGE,"Sep 07, 2018",11:05 am,49.1992265,-122.5775593
523620,5450530,1134991,2018-21218,2018,2018-09-07T00:00:00.000Z,2018-09-07T11:45:00.000Z,Friday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,112XX,TULLY CRES,PITT MEADOWS,"Sep 07, 2018",11:45 am,49.2070725,-122.6756468
525860,5457650,1134993,2018-21233,2018,2018-09-07T00:00:00.000Z,2018-09-07T15:00:00.000Z,Saturday,THEFT FROM MV OVER $5000,THEFT FROM VEHICLE,148XX,NEAVES RD,PITT MEADOWS,"Sep 07, 2018",3:00 pm,49.2489981,-122.6447529
533790,5448860,1134994,2018-21234,2018,2018-09-07T00:00:00.000Z,2018-09-07T15:14:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,104XX,MCEACHERN ST,MAPLE RIDGE,"Sep 07, 2018",3:14 pm,49.189241,-122.5378157
533660,5448190,1134995,2018-21235,2018,2018-09-07T00:00:00.000Z,2018-09-07T15:35:00.000Z,Friday,BREAK & ENTER-OTHER,BREAK & ENTER - OTH,100XX,246B ST,MAPLE RIDGE,"Sep 07, 2018",3:35 pm,49.1856519,-122.5381168
525120,5452130,1134996,2018-21245,2018,2018-09-07T00:00:00.000Z,2018-09-07T17:03:00.000Z,Friday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,204XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Sep 07, 2018",5:03 pm,49.2199546,-122.4428793
524400,5451860,1134997,2018-21247,2018,2018-09-07T00:00:00.000Z,2018-09-07T17:27:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,119XX,WEST ST,MAPLE RIDGE,"Sep 07, 2018",5:27 pm,49.2171819,-122.6648365
529680,5452200,1134999,2018-21274,2018,2018-09-08T00:00:00.000Z,2018-09-08T02:14:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,120XX,FLETCHER ST,MAPLE RIDGE,"Sep 08, 2018",2:14 am,49.2241605,-122.5923612
529250,5452000,1135000,2018-21278,2018,2018-09-08T00:00:00.000Z,2018-09-08T07:03:00.000Z,Saturday,THEFT BICYCLE UNDER $5000,BIKE THEFT,119XX,HANEY PL,MAPLE RIDGE,"Sep 08, 2018",7:03 am,49.2190735,-122.6002259
529520,5452150,1135002,2018-21291,2018,2018-09-08T00:00:00.000Z,2018-09-08T10:14:00.000Z,Saturday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,226XX,BROWN AVE,MAPLE RIDGE,"Sep 08, 2018",10:14 am,49.2214066,-122.5993716
528690,5451640,1135003,2018-21292,2018,2018-09-08T00:00:00.000Z,2018-09-08T10:25:00.000Z,Saturday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,222XX,LOUGHEED HWY,MAPLE RIDGE,"Sep 08, 2018",10:25 am,49.1992265,-122.5775593
523070,5451340,1135007,2018-21329,2018,2018-09-08T00:00:00.000Z,2018-09-08T15:36:00.000Z,Saturday,THEFT OF TRUCK OVER $5000,AUTO THEFT,194XX,116B AVE,PITT MEADOWS,"Sep 08, 2018",3:36 pm,49.2143998,-122.6821509
525470,5450900,1135010,2018-21356,2018,2018-09-08T00:00:00.000Z,2018-09-08T19:42:00.000Z,Saturday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,206XX,WESTFIELD AVE,MAPLE RIDGE,"Sep 08, 2018",7:42 pm,49.2103382,-122.6526921
529680,5452490,1135012,2018-21387,2018,2018-09-09T00:00:00.000Z,2018-09-09T08:31:00.000Z,Sunday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,122XX,FLETCHER ST,MAPLE RIDGE,"Sep 09, 2018",8:31 am,49.2241605,-122.5923612
531030,5454820,1135013,2018-21392,2018,2018-09-09T00:00:00.000Z,2018-09-09T09:49:00.000Z,Sunday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,234XX,133A AVE,MAPLE RIDGE,"Sep 09, 2018",9:49 am,49.2453296,-122.572986
528070,5451470,1135014,2018-21416,2018,2018-09-09T00:00:00.000Z,2018-09-09T16:54:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,116XX,CARSHILL ST,MAPLE RIDGE,"Sep 09, 2018",4:54 pm,49.2159258,-122.6145871
525050,5450680,1135016,2018-21437,2018,2018-09-09T00:00:00.000Z,2018-09-09T21:55:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,113XX,MELVILLE ST,MAPLE RIDGE,"Sep 09, 2018",9:55 pm,49.2093983,-122.6571589
527680,5451780,1135017,2018-21440,2018,2018-09-09T00:00:00.000Z,2018-09-09T22:06:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,217XX,HOWISON AVE,MAPLE RIDGE,"Sep 09, 2018",10:06 pm,49.2181369,-122.6187463
529290,5452340,1133821,2018-12076,2018,2018-06-01T00:00:00.000Z,2018-06-01T08:30:00.000Z,Friday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,121XX,EDGE ST,MAPLE RIDGE,"Jun 01, 2018",8:30 am,49.2193759,-122.5978715
532110,5452050,1133823,2018-12081,2018,2018-06-01T00:00:00.000Z,2018-06-01T10:29:00.000Z,Thursday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,239XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 01, 2018",10:29 am,49.2199546,-122.4428793
525350,5451400,1133824,2018-12088,2018,2018-06-01T00:00:00.000Z,2018-06-01T11:56:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,205XX,THORNE AVE,MAPLE RIDGE,"Jun 01, 2018",11:56 am,49.2148617,-122.6533789
522370,5452230,1133826,2018-12106,2018,2018-06-01T00:00:00.000Z,2018-06-01T14:42:00.000Z,Tuesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,190XX,FORD RD,PITT MEADOWS,"Jun 01, 2018",2:42 pm,49.2225195,-122.7413051
522390,5450640,1133828,2018-12122,2018,2018-06-01T00:00:00.000Z,2018-06-01T15:58:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,191XX,AIRPORT WAY,PITT MEADOWS,"Jun 01, 2018",3:58 pm,49.2084055,-122.6732552
524630,5452010,1133831,2018-12150,2018,2018-06-01T00:00:00.000Z,2018-06-01T19:42:00.000Z,Friday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,202XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 01, 2018",7:42 pm,49.1992265,-122.5775593
524390,5452130,1133833,2018-12163,2018,2018-06-01T00:00:00.000Z,2018-06-01T21:44:00.000Z,Friday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,201XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 01, 2018",9:44 pm,49.1992265,-122.5775593
528840,5451640,1133834,2018-12175,2018,2018-06-02T00:00:00.000Z,2018-06-02T08:14:00.000Z,Saturday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,223XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 02, 2018",8:14 am,49.1992265,-122.5775593
532740,5452050,1133836,2018-12199,2018,2018-06-02T00:00:00.000Z,2018-06-02T15:21:00.000Z,Friday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,242XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 02, 2018",3:21 pm,49.2199546,-122.4428793
526660,5451940,1133837,2018-12210,2018,2018-06-02T00:00:00.000Z,2018-06-02T18:11:00.000Z,Wednesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,211XX,COOK AVE,MAPLE RIDGE,"Jun 02, 2018",6:11 pm,49.2195862,-122.6405412
531040,5453970,1133838,2018-12216,2018,2018-06-02T00:00:00.000Z,2018-06-02T19:16:00.000Z,Saturday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,234XX,DOGWOOD AVE,MAPLE RIDGE,"Jun 02, 2018",7:16 pm,49.2377286,-122.5742231
529610,5451650,1133841,2018-12263,2018,2018-06-03T00:00:00.000Z,2018-06-03T07:02:00.000Z,Sunday,BREAK & ENTER-OTHER,BREAK & ENTER - OTH,227XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 03, 2018",7:02 am,49.1992265,-122.5775593
529540,5453660,1133843,2018-12277,2018,2018-06-03T00:00:00.000Z,2018-06-03T10:46:00.000Z,Sunday,BREAK & ENTER-OTHER,BREAK & ENTER - OTH,226XX,128TH AVE,MAPLE RIDGE,"Jun 03, 2018",10:46 am,49.231885,-122.6024736
521880,5452890,1133844,2018-12281,2018,2018-06-03T00:00:00.000Z,2018-06-03T11:54:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,124XX,188A ST,PITT MEADOWS,"Jun 03, 2018",11:54 am,49.2208622,-122.6998061
530370,5455700,1133848,2018-12319,2018,2018-06-04T00:00:00.000Z,2018-06-04T06:32:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,231XX,GILBERT DR,MAPLE RIDGE,"Jun 04, 2018",6:32 am,49.2532769,-122.5839048
531780,5450340,1133850,2018-12332,2018,2018-06-04T00:00:00.000Z,2018-06-04T10:34:00.000Z,Monday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,237XX,111A AVE,MAPLE RIDGE,"Jun 04, 2018",10:34 am,49.2049049,-122.5661441
530870,5449370,1133851,2018-12338,2018,2018-06-04T00:00:00.000Z,2018-06-04T11:25:00.000Z,Sunday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,233XX,RIVER RD,MAPLE RIDGE,"Jun 04, 2018",11:25 am,49.1733016,-122.477056
529330,5452040,1133852,2018-12342,2018,2018-06-04T00:00:00.000Z,2018-06-04T12:00:00.000Z,Monday,THEFT OF TRUCK OVER $5000,AUTO THEFT,225XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 04, 2018",12:00 pm,49.2199546,-122.4428793
529330,5452040,1133853,2018-12343,2018,2018-06-04T00:00:00.000Z,2018-06-04T12:03:00.000Z,Monday,THEFT OF TRUCK OVER $5000,AUTO THEFT,225XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 04, 2018",12:03 pm,49.2199546,-122.4428793
528500,5451230,1133856,2018-12373,2018,2018-06-04T00:00:00.000Z,2018-06-04T17:03:00.000Z,Monday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,221XX,RIVER RD,MAPLE RIDGE,"Jun 04, 2018",5:03 pm,49.1733016,-122.477056
522520,5453240,1133857,2018-12382,2018,2018-06-04T00:00:00.000Z,2018-06-04T19:23:00.000Z,Monday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,191XX,LOUGHEED HWY,PITT MEADOWS,"Jun 04, 2018",7:23 pm,49.2245003,-122.6724567
522370,5453040,1133863,2018-12435,2018,2018-06-05T00:00:00.000Z,2018-06-05T11:33:00.000Z,Tuesday,THEFT BICYCLE UNDER $5000,BIKE THEFT,190XX,MCMYN RD,PITT MEADOWS,"Jun 05, 2018",11:33 am,49.2297317,-122.6936358
529060,5452040,1133864,2018-12450,2018,2018-06-05T00:00:00.000Z,2018-06-05T13:26:00.000Z,Tuesday,THEFT BICYCLE UNDER $5000,BIKE THEFT,224XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 05, 2018",1:26 pm,49.2199546,-122.4428793
526640,5452160,1133865,2018-12452,2018,2018-06-05T00:00:00.000Z,2018-06-05T13:39:00.000Z,Tuesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,211XX,GLENWOOD AVE,MAPLE RIDGE,"Jun 05, 2018",1:39 pm,49.2220467,-122.6287273
533140,5452970,1133866,2018-12484,2018,2018-06-05T00:00:00.000Z,2018-06-05T17:45:00.000Z,Tuesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,124XX,ANSELL ST,MAPLE RIDGE,"Jun 05, 2018",5:45 pm,49.230225,-122.5449401
533690,5449080,1133869,2018-12526,2018,2018-06-06T00:00:00.000Z,2018-06-06T07:47:00.000Z,Wednesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,105XX,JACKSON RD,MAPLE RIDGE,"Jun 06, 2018",7:47 am,49.1887062,-122.5408953
529240,5451670,1133870,2018-12530,2018,2018-06-06T00:00:00.000Z,2018-06-06T08:50:00.000Z,Tuesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,225XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 06, 2018",8:50 am,49.1992265,-122.5775593
528360,5451760,1133871,2018-12538,2018,2018-06-06T00:00:00.000Z,2018-06-06T10:19:00.000Z,Wednesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,220XX,SELKIRK AVE,MAPLE RIDGE,"Jun 06, 2018",10:19 am,49.218102,-122.593152
523790,5452490,1133873,2018-12560,2018,2018-06-06T00:00:00.000Z,2018-06-06T13:19:00.000Z,Wednesday,THEFT BICYCLE UNDER $5000,BIKE THEFT,198XX,LOUGHEED HWY,PITT MEADOWS,"Jun 06, 2018",1:19 pm,49.2238573,-122.672566973027
529980,5451630,1133874,2018-12568,2018,2018-06-06T00:00:00.000Z,2018-06-06T14:42:00.000Z,Wednesday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,117XX,BURNETT ST,MAPLE RIDGE,"Jun 06, 2018",2:42 pm,49.2086842,-122.5893156
524820,5450110,1133876,2018-12584,2018,2018-06-06T00:00:00.000Z,2018-06-06T17:10:00.000Z,Wednesday,THEFT OF AUTO UNDER $5000,AUTO THEFT,202XX,CHIGWELL ST,MAPLE RIDGE,"Jun 06, 2018",5:10 pm,49.2036929,-122.6584693
529540,5453660,1133879,2018-12595,2018,2018-06-06T00:00:00.000Z,2018-06-06T19:48:00.000Z,Wednesday,BREAK & ENTER-OTHER,BREAK & ENTER - OTH,226XX,128TH AVE,MAPLE RIDGE,"Jun 06, 2018",7:48 pm,49.231885,-122.6024736
522600,5452090,1133880,2018-12601,2018,2018-06-06T00:00:00.000Z,2018-06-06T20:27:00.000Z,Wednesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,120XX,HARRIS RD,PITT MEADOWS,"Jun 06, 2018",8:27 pm,49.2302871,-122.689463
529800,5452040,1133885,2018-12635,2018,2018-06-07T00:00:00.000Z,2018-06-07T10:29:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,227XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 07, 2018",10:29 am,49.2199546,-122.4428793
524400,5451860,1133886,2018-12642,2018,2018-06-07T00:00:00.000Z,2018-06-07T11:17:00.000Z,Thursday,THEFT OF AUTO OVER $5000,AUTO THEFT,119XX,WEST ST,MAPLE RIDGE,"Jun 07, 2018",11:17 am,49.2171819,-122.6648365
533360,5452040,1133888,2018-12653,2018,2018-06-07T00:00:00.000Z,2018-06-07T13:24:00.000Z,Thursday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,245XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 07, 2018",1:24 pm,49.2199546,-122.4428793
529060,5452040,1133889,2018-12697,2018,2018-06-07T00:00:00.000Z,2018-06-07T19:12:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,224XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 07, 2018",7:12 pm,49.2199546,-122.4428793
529600,5451660,1133890,2018-12725,2018,2018-06-08T00:00:00.000Z,2018-06-08T03:11:00.000Z,Friday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,227XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 08, 2018",3:11 am,49.1992265,-122.5775593
523870,5450450,1133891,2018-12739,2018,2018-06-08T00:00:00.000Z,2018-06-08T08:38:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,198XX,ALOUETTE PL,PITT MEADOWS,"Jun 08, 2018",8:38 am,49.2063215,-122.6725352
529060,5451890,1133893,2018-12741,2018,2018-06-08T00:00:00.000Z,2018-06-08T08:47:00.000Z,Thursday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,119XX,HANEY PL,MAPLE RIDGE,"Jun 08, 2018",8:47 am,49.2190735,-122.6002259
528430,5452040,1133894,2018-12747,2018,2018-06-08T00:00:00.000Z,2018-06-08T09:55:00.000Z,Friday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,221XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 08, 2018",9:55 am,49.2199546,-122.4428793
532780,5448220,1133895,2018-12762,2018,2018-06-08T00:00:00.000Z,2018-06-08T14:16:00.000Z,Saturday,THEFT MOTORCYCLE UNDER $5000,AUTO THEFT,100XX,242B ST,MAPLE RIDGE,"Jun 08, 2018",2:16 pm,49.1870945,-122.5501123
530100,5452040,1133897,2018-12783,2018,2018-06-08T00:00:00.000Z,2018-06-08T18:05:00.000Z,Friday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,229XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 08, 2018",6:05 pm,49.2199546,-122.4428793
526360,5451690,1133899,2018-12814,2018,2018-06-09T00:00:00.000Z,2018-06-09T07:04:00.000Z,Saturday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,210XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 09, 2018",7:04 am,49.1992265,-122.5775593
530900,5451280,1133901,2018-12820,2018,2018-06-09T00:00:00.000Z,2018-06-09T09:15:00.000Z,Saturday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,116XX,COTTONWOOD DR,MAPLE RIDGE,"Jun 09, 2018",9:15 am,49.2139557,-122.5753667
529120,5452040,1133903,2018-12845,2018,2018-06-09T00:00:00.000Z,2018-06-09T15:26:00.000Z,Saturday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,224XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 09, 2018",3:26 pm,49.2199546,-122.4428793
524390,5452130,1133906,2018-12883,2018,2018-06-10T00:00:00.000Z,2018-06-10T00:02:00.000Z,Sunday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,201XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 10, 2018",12:02 am,49.1992265,-122.5775593
528910,5452150,1133907,2018-12898,2018,2018-06-10T00:00:00.000Z,2018-06-10T05:59:00.000Z,Sunday,TAKE AUTO W/O CONSENT O/$5000,AUTO THEFT,120XX,GARDEN ST,MAPLE RIDGE,"Jun 10, 2018",5:59 am,49.2228357,-122.6029165
532130,5454430,1133911,2018-12929,2018,2018-06-10T00:00:00.000Z,2018-06-10T16:00:00.000Z,Sunday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,131XX,239B ST,MAPLE RIDGE,"Jun 10, 2018",4:00 pm,49.242254,-122.558453
525940,5452030,1133912,2018-12942,2018,2018-06-10T00:00:00.000Z,2018-06-10T18:32:00.000Z,Sunday,THEFT BICYCLE UNDER $5000,BIKE THEFT,208XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 10, 2018",6:32 pm,49.2199546,-122.4428793
529610,5451650,1133913,2018-12960,2018,2018-06-11T00:00:00.000Z,2018-06-11T01:47:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,227XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 11, 2018",1:47 am,49.1992265,-122.5775593
532110,5452050,1133914,2018-12967,2018,2018-06-11T00:00:00.000Z,2018-06-11T07:49:00.000Z,Friday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,239XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 11, 2018",7:49 am,49.2199546,-122.4428793
532040,5450200,1133915,2018-12968,2018,2018-06-11T00:00:00.000Z,2018-06-11T07:53:00.000Z,Monday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,110XX,BUCKERFIELD DR,MAPLE RIDGE,"Jun 11, 2018",7:53 am,49.2030588,-122.5608395
